goldSQL,prdeictSQL,ind_dev_set,hardness,question,db_id,gold_sql,predicted_sql,Incorrect final column,Missing constraint,Incorrect Constraint,Entity Column,execution,
"select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  't' and t2.language  =  'chinese' and t1.continent  =  ""asia""",SELECT DISTINCT T1.Name FROM city AS T1 JOIN country AS T2 ON T1.CountryCode  =  T2.Code JOIN countrylanguage AS T3 ON T2.Code  =  T3.CountryCode WHERE T2.Continent  =  'Asia' AND T3.Language  =  'Chinese' AND T3.IsOfficial  =  'T',786,hard,Which unique cities are in Asian countries where Chinese is the official language ?,world_1,"select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  't' and t2.language  =  'chinese' and t1.continent  =  ""asia""",SELECT DISTINCT T1.Name FROM city AS T1 JOIN country AS T2 ON T1.CountryCode  =  T2.Code JOIN countrylanguage AS T3 ON T2.Code  =  T3.CountryCode WHERE T2.Continent  =  'Asia' AND T3.Language  =  'Chinese' AND T3.IsOfficial  =  'T',FALSE,FALSE,FALSE,TRUE,FALSE,
"SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1","SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population ASC LIMIT 1",788,medium,"What are the name, independence year, and surface area of the country with the smallest population?",world_1,"SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1","SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population ASC LIMIT 1",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1","SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population ASC LIMIT 1",789,medium,"Give the name, year of independence, and surface area of the country that has the lowest population.",world_1,"SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1","SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population ASC LIMIT 1",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1","SELECT T1.Population, T1.Name, T1.HeadOfState FROM country AS T1 ORDER BY T1.SurfaceArea DESC LIMIT 1",790,medium,"What are the population, name and leader of the country with the largest area?",world_1,"SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1","SELECT T1.Population, T1.Name, T1.HeadOfState FROM country AS T1 ORDER BY T1.SurfaceArea DESC LIMIT 1",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2","SELECT T1.Name, COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >=  3",792,medium,Return the country name and the numbers of languages spoken for each country that speaks at least 3 languages.,world_1,"SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2","SELECT T1.Name, COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >=  3",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2","SELECT Name, COUNT(*) FROM country JOIN countrylanguage ON country.Code = countrylanguage.CountryCode GROUP BY Name HAVING COUNT(*) > 2",793,medium,"What are the names of countries that speak more than 2 languages, as well as how many languages they speak?",world_1,"SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2","SELECT Name, COUNT(*) FROM country JOIN countrylanguage ON country.Code = countrylanguage.CountryCode GROUP BY Name HAVING COUNT(*) > 2",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District","SELECT District, COUNT(*) FROM city WHERE Population > (SELECT AVG(Population) FROM city) GROUP BY District",794,extra,Find the number of cities in each district whose population is greater than the average population of cities?,world_1,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District","SELECT District, COUNT(*) FROM city WHERE Population > (SELECT AVG(Population) FROM city) GROUP BY District",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District","SELECT District, COUNT(*) FROM city WHERE Population > (SELECT AVG(Population) FROM city) GROUP BY District",795,extra,How many cities in each district have a population that is above the average population across all cities?,world_1,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District","SELECT District, COUNT(*) FROM city WHERE Population > (SELECT AVG(Population) FROM city) GROUP BY District",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72","SELECT GovernmentForm, SUM(Population) FROM country WHERE LifeExpectancy > 72 GROUP BY GovernmentForm",796,medium,Find the government form name and total population for each government form whose average life expectancy is longer than 72.,world_1,"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72","SELECT GovernmentForm, SUM(Population) FROM country WHERE LifeExpectancy > 72 GROUP BY GovernmentForm",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72","SELECT GovernmentForm, SUM(Population) FROM country WHERE LifeExpectancy > 72 GROUP BY GovernmentForm",797,medium,What are the different government forms and what is the total population of each for government forms that have an average life expectancy greater than 72?,world_1,"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72","SELECT GovernmentForm, SUM(Population) FROM country WHERE LifeExpectancy > 72 GROUP BY GovernmentForm",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72","SELECT Continent, AVG(LifeExpectancy) AS AverageLifeExpectancy, SUM(Population) AS TotalPopulation FROM country WHERE LifeExpectancy < 72 GROUP BY Continent",798,medium,Find the average life expectancy and total population for each continent where the average life expectancy is shorter than 72?,world_1,"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72","SELECT Continent, AVG(LifeExpectancy) AS AverageLifeExpectancy, SUM(Population) AS TotalPopulation FROM country WHERE LifeExpectancy < 72 GROUP BY Continent",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72","SELECT Continent, SUM(Population) AS Total_Population, AVG(LifeExpectancy) AS Average_Life_Expectancy FROM country WHERE LifeExpectancy < 72 GROUP BY Continent",799,medium,"What are the different continents and the total popuation and average life expectancy corresponding to each, for continents that have an average life expectancy less than 72?",world_1,"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72","SELECT Continent, SUM(Population) AS Total_Population, AVG(LifeExpectancy) AS Average_Life_Expectancy FROM country WHERE LifeExpectancy < 72 GROUP BY Continent",FALSE,FALSE,FALSE,FALSE,FALSE,
"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT SUM(Population), AVG(SurfaceArea) FROM country WHERE Continent = 'North America' AND SurfaceArea > 3000",810,hard,What is the total population and average area of countries in the continent of North America whose area is bigger than 3000 ?,world_1,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT SUM(Population), AVG(SurfaceArea) FROM country WHERE Continent = 'North America' AND SurfaceArea > 3000",FALSE,FALSE,FALSE,FALSE,FALSE,
"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT SUM(Population) ,  AVG(SurfaceArea) FROM country WHERE Continent  =  'North America' AND SurfaceArea  >  3000",811,hard,Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 .,world_1,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT SUM(Population) ,  AVG(SurfaceArea) FROM country WHERE Continent  =  'North America' AND SurfaceArea  >  3000",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT T1.Name, T2.Language, T2.Percentage  FROM country AS T1  JOIN countrylanguage AS T2  ON T1.Code = T2.CountryCode  WHERE T2.IsOfficial = 'T'  ORDER BY T2.Percentage DESC",816,medium,What is the language spoken by the largest percentage of people in each country?,world_1,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT T1.Name, T2.Language, T2.Percentage  FROM country AS T1  JOIN countrylanguage AS T2  ON T1.Code = T2.CountryCode  WHERE T2.IsOfficial = 'T'  ORDER BY T2.Percentage DESC",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT T1.Code, T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T2.IsOfficial = 'T' ORDER BY T2.Percentage DESC",817,medium,"What are the country codes of the different countries, and what are the languages spoken by the greatest percentage of people for each?",world_1,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT T1.Code, T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T2.IsOfficial = 'T' ORDER BY T2.Percentage DESC",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT COUNT(*) FROM countrylanguage WHERE Language = 'Spanish' AND Percentage = (SELECT MAX(Percentage) FROM countrylanguage WHERE Language = 'Spanish'),818,extra,What is the total number of countries where Spanish is spoken by the largest percentage of people?,world_1,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT COUNT(*) FROM countrylanguage WHERE Language = 'Spanish' AND Percentage = (SELECT MAX(Percentage) FROM countrylanguage WHERE Language = 'Spanish'),FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT COUNT(*) FROM countrylanguage WHERE Language = 'Spanish' AND IsOfficial = 'T',819,extra,Count the number of countries for which Spanish is the predominantly spoken language.,world_1,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT COUNT(*) FROM countrylanguage WHERE Language = 'Spanish' AND IsOfficial = 'T',FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT CountryCode FROM countrylanguage WHERE Language = 'Spanish' ORDER BY Percentage DESC LIMIT 1,820,medium,What are the codes of countries where Spanish is spoken by the largest percentage of people?,world_1,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT CountryCode FROM countrylanguage WHERE Language = 'Spanish' ORDER BY Percentage DESC LIMIT 1,FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT CountryCode FROM countrylanguage WHERE Language  =  'Spanish' AND IsOfficial  =  'T',821,medium,Return the codes of countries for which Spanish is the predominantly spoken language.,world_1,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT CountryCode FROM countrylanguage WHERE Language  =  'Spanish' AND IsOfficial  =  'T',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT Name FROM conductor ORDER BY Age ASC,"SELECT Name, Age FROM conductor ORDER BY Age",825,easy,"What are the names of conductors, ordered by age?",orchestra,SELECT Name FROM conductor ORDER BY Age ASC,"SELECT Name, Age FROM conductor ORDER BY Age",TRUE,FALSE,FALSE,FALSE,FALSE,
SELECT Name FROM conductor ORDER BY Year_of_Work DESC,"SELECT Name, Year_of_Work FROM conductor ORDER BY Year_of_Work DESC",837,easy,"What are the names of conductors, sorted descending by the number of years they have worked?",orchestra,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,"SELECT Name, Year_of_Work FROM conductor ORDER BY Year_of_Work DESC",TRUE,FALSE,FALSE,FALSE,FALSE,
SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,"SELECT Major_Record_Format, COUNT(*) FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC",850,medium,Please show the record formats of orchestras in ascending order of count.,orchestra,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,"SELECT Major_Record_Format, COUNT(*) FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC",TRUE,FALSE,FALSE,FALSE,FALSE,
SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,"SELECT Major_Record_Format, COUNT(*) FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) DESC",851,medium,"What are the major record formats of orchestras, sorted by their frequency?",orchestra,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,"SELECT Major_Record_Format, COUNT(*) FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) DESC",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Record_Company, COUNT(*) FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1",852,hard,List the record company shared by the most number of orchestras.,orchestra,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Record_Company, COUNT(*) FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT name ,  grade FROM Highschooler","SELECT ID, name, grade FROM Highschooler",864,medium,Show the names and grades of each high schooler.,network_1,"SELECT name ,  grade FROM Highschooler","SELECT ID, name, grade FROM Highschooler",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT name ,  grade FROM Highschooler","SELECT ID, name, grade FROM Highschooler",865,medium,What are the names and grades for each high schooler?,network_1,"SELECT name ,  grade FROM Highschooler","SELECT ID, name, grade FROM Highschooler",TRUE,FALSE,FALSE,FALSE,FALSE,
SELECT grade FROM Highschooler,"SELECT ID, name, grade FROM Highschooler",867,easy,What is the grade of each high schooler?,network_1,SELECT grade FROM Highschooler,"SELECT ID, name, grade FROM Highschooler",TRUE,FALSE,FALSE,FALSE,FALSE,
SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,"SELECT grade, COUNT(*) FROM Highschooler GROUP BY grade ORDER BY COUNT(*) DESC LIMIT 1",878,hard,Which grade has the most high schoolers?,network_1,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,"SELECT grade, COUNT(*) FROM Highschooler GROUP BY grade ORDER BY COUNT(*) DESC LIMIT 1",TRUE,FALSE,FALSE,FALSE,FALSE,
SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,"SELECT grade, COUNT(*) FROM Highschooler GROUP BY grade ORDER BY COUNT(*) DESC LIMIT 1",879,hard,Return the grade that has the greatest number of high schoolers.,network_1,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,"SELECT grade, COUNT(*) FROM Highschooler GROUP BY grade ORDER BY COUNT(*) DESC LIMIT 1",TRUE,FALSE,FALSE,FALSE,FALSE,
SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,"SELECT grade, COUNT(*)  FROM Highschooler  GROUP BY grade  HAVING COUNT(*) >= 4",880,easy,Show me all grades that have at least 4 students.,network_1,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,"SELECT grade, COUNT(*)  FROM Highschooler  GROUP BY grade  HAVING COUNT(*) >= 4",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT Highschooler.ID, COUNT(Friend.friend_id) AS num_friends  FROM Highschooler  LEFT JOIN Friend ON Highschooler.ID = Friend.student_id  GROUP BY Highschooler.ID",882,medium,Show the student IDs and numbers of friends corresponding to each.,network_1,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT Highschooler.ID, COUNT(Friend.friend_id) AS num_friends  FROM Highschooler  LEFT JOIN Friend ON Highschooler.ID = Friend.student_id  GROUP BY Highschooler.ID",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT Highschooler.name, COUNT(Friend.friend_id) AS num_friends  FROM Highschooler  LEFT JOIN Friend ON Highschooler.ID = Friend.student_id  GROUP BY Highschooler.ID",883,medium,How many friends does each student have?,network_1,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT Highschooler.name, COUNT(Friend.friend_id) AS num_friends  FROM Highschooler  LEFT JOIN Friend ON Highschooler.ID = Friend.student_id  GROUP BY Highschooler.ID",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT Highschooler.name, COUNT(Friend.friend_id) AS num_friends  FROM Highschooler  LEFT JOIN Friend ON Highschooler.ID = Friend.student_id  GROUP BY Highschooler.ID",884,medium,Show the names of high school students and their corresponding number of friends.,network_1,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT Highschooler.name, COUNT(Friend.friend_id) AS num_friends  FROM Highschooler  LEFT JOIN Friend ON Highschooler.ID = Friend.student_id  GROUP BY Highschooler.ID",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT Highschooler.name, COUNT(Friend.friend_id) AS num_friends FROM Highschooler LEFT JOIN Friend ON Highschooler.ID = Friend.student_id GROUP BY Highschooler.ID",885,medium,What are the names of the high schoolers and how many friends does each have?,network_1,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT Highschooler.name, COUNT(Friend.friend_id) AS num_friends FROM Highschooler LEFT JOIN Friend ON Highschooler.ID = Friend.student_id GROUP BY Highschooler.ID",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,SELECT name FROM Highschooler WHERE ID NOT IN (SELECT friend_id FROM Friend WHERE student_id IN (SELECT ID FROM Highschooler)),896,hard,Show names of all high school students who do not have any friends.,network_1,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,SELECT name FROM Highschooler WHERE ID NOT IN (SELECT friend_id FROM Friend WHERE student_id IN (SELECT ID FROM Highschooler)),FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,SELECT name FROM Highschooler WHERE ID NOT IN (SELECT friend_id FROM Friend WHERE student_id IN (SELECT ID FROM Highschooler)),897,hard,What are the names of students who have no friends?,network_1,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,SELECT name FROM Highschooler WHERE ID NOT IN (SELECT friend_id FROM Friend WHERE student_id IN (SELECT ID FROM Highschooler)),FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,SELECT T1.ID FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id JOIN Likes AS T3 ON T1.ID  =  T3.student_id,898,hard,Show the ids of high schoolers who have friends and are also liked by someone else.,network_1,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,SELECT T1.ID FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id JOIN Likes AS T3 ON T1.ID  =  T3.student_id,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,SELECT T1.ID FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id JOIN Likes AS T3 ON T1.ID  =  T3.student_id,899,hard,What are the ids of students who both have friends and are liked?,network_1,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,SELECT T1.ID FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id JOIN Likes AS T3 ON T1.ID  =  T3.student_id,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,SELECT DISTINCT T1.name FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id JOIN Likes AS T3 ON T1.ID  =  T3.liked_id,900,hard,Show name of all students who have some friends and also are liked by someone else.,network_1,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,SELECT DISTINCT T1.name FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id JOIN Likes AS T3 ON T1.ID  =  T3.liked_id,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,SELECT DISTINCT T1.name FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id JOIN Likes AS T3 ON T1.ID  =  T3.student_id,901,hard,What are the names of high schoolers who both have friends and are liked?,network_1,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,SELECT DISTINCT T1.name FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id JOIN Likes AS T3 ON T1.ID  =  T3.student_id,FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT Highschooler.name, COUNT(Likes.liked_id)  FROM Highschooler  LEFT JOIN Likes  ON Highschooler.ID = Likes.student_id  GROUP BY Highschooler.ID",904,medium,"Show the names of high schoolers who have likes, and numbers of likes for each.",network_1,"SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT Highschooler.name, COUNT(Likes.liked_id)  FROM Highschooler  LEFT JOIN Likes  ON Highschooler.ID = Likes.student_id  GROUP BY Highschooler.ID",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT h.name, COUNT(l.liked_id) AS likes  FROM Highschooler h  JOIN Likes l ON h.ID = l.student_id  GROUP BY h.name",905,medium,"What are the names of high schoolers who have likes, and how many likes does each have?",network_1,"SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT h.name, COUNT(l.liked_id) AS likes  FROM Highschooler h  JOIN Likes l ON h.ID = l.student_id  GROUP BY h.name",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT name FROM Highschooler WHERE ID IN (SELECT liked_id FROM Likes GROUP BY liked_id ORDER BY COUNT(*) DESC LIMIT 1),907,extra,Give the name of the student with the most likes.,network_1,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT name FROM Highschooler WHERE ID IN (SELECT liked_id FROM Likes GROUP BY liked_id ORDER BY COUNT(*) DESC LIMIT 1),FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT AVG(T1.grade) FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id,914,hard,Find the average grade of all students who have some friends.,network_1,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT AVG(T1.grade) FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT AVG(T1.grade) FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id,915,hard,What is the average grade of students who have friends?,network_1,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT AVG(T1.grade) FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.student_id,FALSE,FALSE,FALSE,FALSE,FALSE,
